loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
3172,FP,19.7050000,0.077,-0.077,0,-86.1410000,0.054,-0.054,0,2458839.9234330,0.005575,-0.005575,0,1.8012697,0.0009280,-0.0009280,0,3.1820000,0.4260000,-0.4260000,0,1800.0000000,3.6380900,-3.6380900,0,3.1994200,0.2946220,-0.2946220,0,1024.7700000,,,,1576.0000000,,,,11.7603000,0.006,-0.006,0,145.7590000,0.8640000,-0.8640000,0,4570.0000000,126.3000000,-126.3000000,0,0.7500000,0.0600000,-0.0600000,0
3173,PC,-0.2870000,0.033,-0.033,0,2.2250000,0.034,-0.034,0,2459911.5529610,0.003518,-0.003518,0,1.5503072,0.0003488,-0.0003488,0,2.3242495,0.1681557,-0.1681557,0,4601.8213120,415.5405000,-415.5405000,0,15.6256420,1.0999545,-1.0999545,0,12362.1726360,,,,2689.3260002,,,,12.5715000,0.023,-0.023,0,937.2900000,21.2960000,-21.2960000,0,7747.0000000,208.7000000,-208.7000000,0,1.9856800,0.0733290,-0.0733290,0
3174,PC,6.0830000,0.035,-0.035,0,-4.2660000,0.035,-0.035,0,2459911.9851680,0.002480,-0.002480,0,2.3753009,0.0003826,-0.0003826,0,1.5021940,0.2019085,-0.2019085,0,9683.8865565,711.6799300,-711.6799300,0,14.7510708,1.5344483,-1.5344483,0,1905.0724424,,,,1684.9911465,,,,13.2064000,0.027,-0.027,0,796.1770000,15.2345000,-15.2345000,0,6087.0000000,122.0000000,-122.0000000,0,1.4331700,,,0
3175,PC,6.4030000,0.069,-0.069,0,-11.7300000,0.047,-0.047,0,2459911.3467540,0.002641,-0.002641,0,1.8751894,0.0000080,-0.0000080,0,2.7980000,0.1720000,-0.1720000,0,9200.0000000,4.4508900,-4.4508900,0,14.0349000,,,0,1205.5100000,,,,1641.0000000,,,,13.2474000,0.012,-0.012,0,639.6410000,13.6180000,-13.6180000,0,5410.0000000,122.0000000,-122.0000000,0,1.5000000,,,0
3176,PC,-4.7910000,0.039,-0.039,0,-4.2800000,0.039,-0.039,0,2458660.2076820,0.002334,-0.002334,0,9.4546478,0.0000248,-0.0000248,0,10.2947735,0.2072712,-0.2072712,0,1354.9261507,30.2365100,-30.2365100,0,12.7656513,0.4722190,-0.4722190,0,161.2909516,,,,908.9128651,,,,10.4471000,0.006,-0.006,0,396.2130000,3.3565000,-3.3565000,0,5001.6000000,76.0000000,-76.0000000,0,3.2739301,,,0
3177,PC,8.2670000,0.023,-0.023,0,-20.1180000,0.034,-0.034,0,2458826.4258620,0.001625,-0.001625,0,12.4844641,0.0014759,-0.0014759,0,2.8270000,0.4990000,-0.4990000,0,17130.0000000,21.3373000,-21.3373000,0,8.4948900,0.4075630,-0.4075630,0,7.6520000,,,,463.0000000,,,,12.9865000,0.007,-0.007,0,156.5040000,0.5680000,-0.5680000,0,3815.0000000,157.0000000,-157.0000000,0,0.6300000,0.0200000,-0.0200000,0
3178,PC,-1.0220000,0.091,-0.091,0,-5.8250000,0.050,-0.050,0,2459910.8775620,0.002039,-0.002039,0,2.9157041,0.0000074,-0.0000074,0,3.3750000,0.1300000,-0.1300000,0,12630.0000000,2.1203400,-2.1203400,0,13.8344000,0.7080490,-0.7080490,0,1361.8500000,,,,1692.0000000,,,,12.8826000,0.010,-0.010,0,613.7650000,11.9225000,-11.9225000,0,6400.6000000,119.9000000,-119.9000000,0,1.2000000,0.0600000,-0.0600000,0
3179,PC,,,,,,,,,2459883.5387330,0.002533,-0.002533,0,2.8054221,0.0002457,-0.0002457,0,3.6911464,0.2017491,-0.2017491,0,7470.2865035,327.3584000,-327.3584000,0,,,,0,659.2119513,,,,1292.3377117,,,,12.8963000,0.006,-0.006,0,1310.2100000,,,0,4879.0000000,58.5000000,-58.5000000,0,,,,0
3180,FP,2.4120000,0.085,-0.085,0,-5.9950000,0.036,-0.036,0,2459521.5129090,0.001006,-0.001006,0,3.6502527,0.0000112,-0.0000112,0,2.5060000,0.3760000,-0.3760000,0,9000.0000000,52.2744000,-52.2744000,0,21.3230000,1.8740900,-1.8740900,0,1462.8400000,,,,1722.0000000,,,,12.4332000,0.008,-0.008,0,884.5710000,27.1445000,-27.1445000,0,6630.3000000,102.6000000,-102.6000000,0,1.9500000,0.1000000,-0.1000000,0
3181,PC,6.0680000,0.046,-0.046,0,-4.0710000,0.051,-0.051,0,2458839.2857140,0.012435,-0.012435,0,2.5312823,0.0009511,-0.0009511,0,4.4280000,2.1540000,-2.1540000,0,1320.0000000,43.5352000,-43.5352000,0,11.7709000,2.2600800,-2.2600800,0,9149.7200000,,,,2724.0000000,,,,11.8974000,0.046,-0.046,0,812.3670000,23.5130000,-23.5130000,0,6170.0000000,337.6000000,-337.6000000,0,2.9800000,0.1700000,-0.1700000,0
3182,CP,-11.4350000,0.029,-0.029,0,11.5120000,0.054,-0.054,0,2460291.2162120,0.001830,-0.001830,0,5.5455798,0.0009983,-0.0009983,0,3.1170996,0.1501664,-0.1501664,0,8040.2832674,364.8620600,-364.8620600,0,10.3353813,0.7583416,-0.7583416,0,238.4089829,,,,1002.1907807,,,,12.0790000,0.006,-0.006,0,322.3560000,2.9530000,-2.9530000,0,5354.0000000,315.4000000,-315.4000000,0,1.0760700,0.0645100,-0.0645100,0
3183,APC,-1.7520000,0.079,-0.079,0,-14.5590000,0.059,-0.059,0,2459912.4499740,0.000978,-0.000978,0,4.4236732,0.0002957,-0.0002957,0,1.4711492,0.0549609,-0.0549609,0,10682.1531772,462.9464400,-462.9464400,0,12.6262986,0.7520286,-0.7520286,0,457.5894483,,,,1179.6108266,,,,11.5552000,0.006,-0.006,0,327.1300000,4.8355000,-4.8355000,0,6096.0000000,108.2000000,-108.2000000,0,1.0616300,0.0532262,-0.0532262,0
3184,CP,-9.0360000,0.057,-0.057,0,-43.1540000,0.052,-0.052,0,2459911.6673390,0.000671,-0.000671,0,3.4391954,0.0001572,-0.0001572,0,1.6681096,0.0447174,-0.0447174,0,32914.4087358,722.8608400,-722.8608400,0,12.4377309,0.4391133,-0.4391133,0,58.4322157,,,,705.1521561,,,,13.1858000,0.007,-0.007,0,181.1390000,1.1865000,-1.1865000,0,3902.0000000,157.0000000,-157.0000000,0,0.6372230,0.0189888,-0.0189888,0
3185,PC,0.3710000,0.020,-0.020,0,-6.7740000,0.027,-0.027,0,2459736.6874770,0.001710,-0.001710,0,3.4177514,0.0000071,-0.0000071,0,3.4150000,0.1550000,-0.1550000,0,10160.0000000,2.4759500,-2.4759500,0,15.3577000,0.7904610,-0.7904610,0,734.2100000,,,,1450.0000000,,,,12.5489000,0.015,-0.015,0,477.7870000,4.2165000,-4.2165000,0,5868.0000000,158.2000000,-158.2000000,0,1.5200000,0.0700000,-0.0700000,0
3186,FP,-17.9590000,2.183,-2.183,0,-9.3630000,2.182,-2.182,0,2458838.1801940,0.005546,-0.005546,0,1.6882863,0.0008722,-0.0008722,0,2.6360000,0.3290000,-0.3290000,0,5190.0000000,13.2120000,-13.2120000,0,,,,0,,,,,,,,,12.8160000,0.019,-0.019,0,420.1320000,,,0,,,,0,,,,0
3187,PC,35.4420000,0.031,-0.031,0,-2.4150000,0.031,-0.031,0,2459062.4522260,0.000378,-0.000378,0,2.7509863,0.0000024,-0.0000024,0,1.9989790,0.0428688,-0.0428688,0,10686.8965192,215.0872200,-215.0872200,0,12.6685799,0.7709430,-0.7709430,0,587.6484052,,,,1255.7382989,,,,12.4502000,0.006,-0.006,0,398.3560000,4.1875000,-4.1875000,0,5317.0000000,134.8000000,-134.8000000,0,1.0711401,0.0627538,-0.0627538,0
3188,APC,,,,,,,,,2458840.8684520,0.002291,-0.002291,0,0.5318566,0.0000845,-0.0000845,0,0.9550000,0.3210000,-0.3210000,0,15890.0000000,1337.4900000,-1337.4900000,0,,,,0,2027.6800000,,,,1869.0000000,,,,13.0123000,0.007,-0.007,0,,,,0,4852.0000000,249.9000000,-249.9000000,0,,,,0
3189,PC,17.1630000,0.018,-0.018,0,-26.4540000,0.027,-0.027,0,2458812.2284440,0.001031,-0.001031,0,25.8944827,0.0005207,-0.0005207,0,2.1360000,0.1620000,-0.1620000,0,27610.0000000,1634.3000000,-1634.3000000,0,17.6301000,3.5997500,-3.5997500,0,2.6996600,,,,357.0000000,,,,12.8508000,0.006,-0.006,0,215.4820000,0.7835000,-0.7835000,0,4375.0000000,121.1000000,-121.1000000,0,0.7400000,0.0600000,-0.0600000,0
3190,PC,1.5960000,0.060,-0.060,0,-14.0410000,0.055,-0.055,0,2458839.7180320,0.002274,-0.002274,0,0.6843601,0.0001334,-0.0001334,0,0.7620000,0.1860000,-0.1860000,0,720.0000000,5.9288700,-5.9288700,0,6.8326900,0.7514950,-0.7514950,0,2045.8900000,,,,1873.0000000,,,,10.6872000,0.033,-0.033,0,476.1820000,9.7450000,-9.7450000,0,6779.0000000,102.4000000,-102.4000000,0,2.1700000,0.1500000,-0.1500000,0
3191,PC,-1.5740000,0.064,-0.064,0,-0.9370000,0.047,-0.047,0,2459910.7682550,0.001349,-0.001349,0,2.0042661,0.0001815,-0.0001815,0,3.2004171,0.0967407,-0.0967407,0,8701.8905063,244.8892500,-244.8892500,0,17.4679856,0.9361914,-0.9361914,0,6165.1811066,,,,2259.9883961,,,,12.5159000,0.018,-0.018,0,855.3520000,21.9540000,-21.9540000,0,7284.0000000,174.8000000,-174.8000000,0,1.8149000,0.0837362,-0.0837362,0
3192,PC,-0.7330000,0.017,-0.017,0,-6.0360000,0.029,-0.029,0,2459911.4603850,0.003831,-0.003831,0,6.5718534,0.0017040,-0.0017040,0,2.4724722,0.3284750,-0.3284750,0,8510.3680527,672.2737400,-672.2737400,0,17.2374292,3.6637830,-3.6637830,0,150.7938358,,,,893.7491602,,,,12.5944000,0.023,-0.023,0,502.7310000,4.4330000,-4.4330000,0,4773.0000000,122.0000000,-122.0000000,0,1.8933700,,,0
3193,PC,0.9600000,0.070,-0.070,0,-0.7420000,0.050,-0.050,0,2459913.0478070,0.000802,-0.000802,0,3.1479532,0.0001924,-0.0001924,0,3.3502554,0.0579899,-0.0579899,0,10550.5908783,179.8311200,-179.8311200,0,17.7455770,0.7244649,-0.7244649,0,2765.4837198,,,,1849.5348804,,,,11.7734000,0.025,-0.025,0,620.4610000,12.7750000,-12.7750000,0,7298.0000000,220.4000000,-220.4000000,0,1.6394300,0.0635301,-0.0635301,0
3194,PC,-1.6670000,0.035,-0.035,0,-2.8290000,0.033,-0.033,0,2458835.3489470,0.003882,-0.003882,0,3.5414573,0.0015465,-0.0015465,0,2.8300000,0.4250000,-0.4250000,0,5930.0000000,16.2215000,-16.2215000,0,7.7418200,,,0,333.0840000,,,,1190.0000000,,,,13.1021000,0.006,-0.006,0,451.6660000,4.9600000,-4.9600000,0,5244.0000000,122.0000000,-122.0000000,0,0.9900000,,,0
3195,PC,1.8870000,0.047,-0.047,0,-3.2000000,0.037,-0.037,0,2460287.7633050,0.003825,-0.003825,0,2.3907751,0.0005889,-0.0005889,0,4.1827898,0.2536177,-0.2536177,0,10809.3425575,1078.2849000,-1078.2849000,0,21.8606641,1.8332431,-1.8332431,0,2835.6275008,,,,1861.1528619,,,,13.4784000,0.043,-0.043,0,760.8030000,23.4885000,-23.4885000,0,5382.0000000,123.0000000,-123.0000000,0,2.0989001,,,0
3196,PC,2.4760000,0.038,-0.038,0,-1.3830000,0.030,-0.030,0,2460286.3726070,0.001828,-0.001828,0,2.1803154,0.0002645,-0.0002645,0,2.6629308,0.1430482,-0.1430482,0,8016.0263872,276.2465200,-276.2465200,0,18.3770154,1.2707536,-1.2707536,0,6330.1622488,,,,2274.9584022,,,,12.9859000,0.009,-0.009,0,1309.8400000,41.0500000,-41.0500000,0,7166.0000000,134.8000000,-134.8000000,0,1.9933000,0.1008490,-0.1008490,0
3197,PC,-9.5310000,0.075,-0.075,0,1.2810000,0.066,-0.066,0,2458821.0279150,0.001379,-0.001379,0,10.3380912,0.0008853,-0.0008853,0,3.9720000,0.1640000,-0.1640000,0,6750.0000000,1.8691500,-1.8691500,0,14.0125000,0.6455230,-0.6455230,0,183.0300000,,,,1024.0000000,,,,10.5375000,0.006,-0.006,0,276.6320000,2.6590000,-2.6590000,0,6650.0000000,181.1000000,-181.1000000,0,1.7000000,0.0700000,-0.0700000,0
3198,FP,-7.6960000,0.055,-0.055,0,9.1690000,0.084,-0.084,0,2458326.0510700,0.001100,-0.001100,0,1.5502800,0.0000500,-0.0000500,0,1.5710000,0.0850000,-0.0850000,0,23529.8000000,2256.7000000,-2256.7000000,0,14.7230000,4.5826400,-4.5826400,0,1769.7500000,,,,1806.0000000,,,,11.9969000,0.006,-0.006,0,244.2710000,4.0320000,-4.0320000,0,5039.5000000,80.5000000,-80.5000000,0,0.8700000,0.0300000,-0.0300000,0
3199,PC,-3.9250000,0.040,-0.040,0,-3.2690000,0.034,-0.034,0,2458840.1196770,0.005423,-0.005423,0,0.9183768,0.0003760,-0.0003760,0,1.0090000,0.3610000,-0.3610000,0,6480.0000000,109.6400000,-109.6400000,0,7.7093000,,,0,660.5790000,,,,1412.0000000,,,,13.4706000,0.006,-0.006,0,462.3120000,6.3600000,-6.3600000,0,5176.0000000,122.0000000,-122.0000000,0,0.9000000,,,0
3200,PC,2.8370000,0.047,-0.047,0,-8.1430000,0.033,-0.033,0,2459476.0414280,0.000831,-0.000831,0,3.6238662,0.0000101,-0.0000101,0,2.7231080,0.0901452,-0.0901452,0,11798.1114337,314.6022300,-314.6022300,0,16.4563404,0.3299118,-0.3299118,0,1310.9028217,,,,1534.6607085,,,,13.1454000,0.013,-0.013,0,810.8820000,18.4005000,-18.4005000,0,6717.3000000,33.1000000,-33.1000000,0,1.3952700,,,0
3201,PC,7.4810000,0.047,-0.047,0,-17.2340000,0.040,-0.040,0,2460287.5429660,0.003670,-0.003670,0,4.1689145,0.0005913,-0.0005913,0,2.1905198,0.2419995,-0.2419995,0,7081.4201521,406.4711600,-406.4711600,0,7.3156426,1.3284963,-1.3284963,0,201.8900648,,,,961.3875339,,,,12.6409000,0.006,-0.006,0,309.1430000,2.5255000,-2.5255000,0,5119.0000000,167.1000000,-167.1000000,0,0.8741190,0.0539900,-0.0539900,0
3202,PC,10.0450000,0.043,-0.043,0,-6.3910000,0.032,-0.032,0,2459912.9386130,0.001749,-0.001749,0,2.9508097,0.0003578,-0.0003578,0,2.1699793,0.1205865,-0.1205865,0,8878.2030994,726.6726700,-726.6726700,0,19.4435142,3.9033902,-3.9033902,0,1793.3967876,,,,1659.7353595,,,,12.5517000,0.006,-0.006,0,683.8520000,9.6975000,-9.6975000,0,5823.8000000,199.6000000,-199.6000000,0,1.7074400,0.2112690,-0.2112690,0
3203,PC,7.9250000,0.732,-0.732,0,0.8200000,0.738,-0.738,0,2458865.3189870,0.002681,-0.002681,0,1.5970752,0.0003327,-0.0003327,0,1.3130000,0.2330000,-0.2330000,0,15510.0000000,3428.5800000,-3428.5800000,0,,,,0,,,,,,,,,13.3678000,0.031,-0.031,0,609.4870000,289.9250000,-289.9250000,0,,,,0,,,,0
3204,PC,-2.0220000,0.046,-0.046,0,-5.0490000,0.040,-0.040,0,2459598.3788700,0.000841,-0.000841,0,5.3868381,0.0000126,-0.0000126,0,3.2250000,0.1530000,-0.1530000,0,18740.0000000,5.0672800,-5.0672800,0,15.8461000,,,0,255.3160000,,,,1113.0000000,,,,13.1657000,0.007,-0.007,0,696.2570000,11.8145000,-11.8145000,0,5915.0000000,122.0000000,-122.0000000,0,1.1300000,,,0
3205,APC,-7.6940000,2.245,-2.245,0,-14.8710000,2.251,-2.251,0,2459548.3923480,0.000924,-0.000924,0,1.3312309,0.0000036,-0.0000036,0,1.3960000,0.1210000,-0.1210000,0,7150.0000000,3567.5400000,-3567.5400000,0,12.5661000,4.4707000,-4.4707000,0,1975.1200000,,,,1857.0000000,,,,12.9076000,0.014,-0.014,0,,,,0,5247.2000000,44.8000000,-44.8000000,0,0.6600000,0.0600000,-0.0600000,0
3206,PC,-6.3880000,0.047,-0.047,0,-3.1210000,0.040,-0.040,0,2458867.7807070,0.004347,-0.004347,0,2.3365744,0.0009253,-0.0009253,0,2.5300000,0.3680000,-0.3680000,0,4580.0000000,11.7318000,-11.7318000,0,9.5132400,,,0,1516.7700000,,,,1738.0000000,,,,13.1961000,0.016,-0.016,0,1028.8900000,34.1755000,-34.1755000,0,6545.0000000,139.0000000,-139.0000000,0,1.4100000,,,0
3207,PC,-5.6080000,0.032,-0.032,0,-1.5740000,0.026,-0.026,0,2459596.9812430,0.003146,-0.003146,0,5.6089886,0.0000398,-0.0000398,0,2.7514799,0.2197084,-0.2197084,0,7494.8820162,362.4666700,-362.4666700,0,8.1185589,0.8302718,-0.8302718,0,173.8254973,,,,926.0791782,,,,13.0221000,0.009,-0.009,0,429.2680000,3.9375000,-3.9375000,0,5353.3000000,33.6000000,-33.6000000,0,0.9273910,,,0
3208,PC,2.7130000,0.845,-0.845,0,3.3540000,0.950,-0.950,0,2459937.9582480,0.002318,-0.002318,0,1.6180578,0.0000077,-0.0000077,0,1.8204969,0.1186301,-0.1186301,0,17254.7980935,1290.6636000,-1290.6636000,0,,,,0,1373.0847145,,,,1552.5445917,,,,13.4167000,0.019,-0.019,0,366.2540000,126.3790000,-126.3790000,0,,,,0,,,,0
3209,FP,,,,,,,,,2458356.5008800,0.002140,-0.002140,0,3.1092600,0.0004500,-0.0004500,0,2.5060000,0.2210000,-0.2210000,0,5448.8400000,4.4647600,-4.4647600,0,9.5822400,9.5861600,-9.5861600,0,532.2630000,,,,1338.0000000,,,,13.1050000,0.006,-0.006,0,629.7920000,,,0,5894.0000000,190.0000000,-190.0000000,0,1.1800000,1.1800000,-1.1800000,0
3210,PC,-1.7180000,0.023,-0.023,0,-1.9620000,0.030,-0.030,0,2459391.6134310,0.000241,-0.000241,0,1.4005308,0.0000014,-0.0000014,0,2.1755276,0.0323507,-0.0323507,0,21518.3969126,250.5771200,-250.5771200,0,15.9952422,0.1790155,-0.1790155,0,1816.6738365,,,,1665.0948975,,,,13.4718000,0.009,-0.009,0,610.5870000,7.5935000,-7.5935000,0,5765.0000000,122.0000000,-122.0000000,0,1.0605900,,,0
3211,FP,-11.4960000,0.035,-0.035,0,-22.1910000,0.025,-0.025,0,2459603.2393730,0.001829,-0.001829,0,3.2583798,0.0000124,-0.0000124,0,2.1960000,0.2670000,-0.2670000,0,4800.0000000,4.9485300,-4.9485300,0,6.2790600,0.4897460,-0.4897460,0,197.1020000,,,,1043.0000000,,,,12.3794000,0.006,-0.006,0,270.5180000,1.7250000,-1.7250000,0,4992.1000000,131.4000000,-131.4000000,0,0.9000000,0.0600000,-0.0600000,0
3212,APC,-0.0260000,0.031,-0.031,0,4.0190000,0.038,-0.038,0,2458864.1971200,0.002180,-0.002180,0,10.3918699,0.0008908,-0.0008908,0,1.1670000,0.2830000,-0.2830000,0,4800.0000000,13.8478000,-13.8478000,0,13.0244000,0.9310800,-0.9310800,0,20.6991000,,,,594.0000000,,,,12.0149000,0.009,-0.009,0,707.1480000,14.0870000,-14.0870000,0,6683.0000000,129.9000000,-129.9000000,0,1.6900000,0.0800000,-0.0800000,0
3213,PC,-4.1570000,0.036,-0.036,0,-5.8710000,0.028,-0.028,0,2459604.1986160,0.002083,-0.002083,0,6.1080224,0.0000286,-0.0000286,0,4.6800000,0.2000000,-0.2000000,0,7840.0000000,3.8821100,-3.8821100,0,12.8902000,0.6951230,-0.6951230,0,544.7230000,,,,1345.0000000,,,,12.8426000,0.008,-0.008,0,854.9870000,16.3255000,-16.3255000,0,6204.0000000,125.9000000,-125.9000000,0,1.4800000,0.0700000,-0.0700000,0
3214,PC,1.6790000,0.081,-0.081,0,-5.7070000,0.109,-0.109,0,2459912.0268710,0.003377,-0.003377,0,4.9386676,0.0006581,-0.0006581,0,3.2881257,0.3706929,-0.3706929,0,4880.2549784,359.0453800,-359.0453800,0,21.2842391,3.4790454,-3.4790454,0,2578.0960496,,,,1817.3748885,,,,13.2906000,0.007,-0.007,0,1702.4600000,249.2550000,-249.2550000,0,5646.0000000,122.0000000,-122.0000000,0,3.0218699,,,0
3215,CP,-42.9030000,0.040,-0.040,0,-17.0330000,0.049,-0.049,0,2459604.7727500,0.001179,-0.001179,0,4.6747218,0.0000112,-0.0000112,0,1.6100000,0.1500000,-0.1500000,0,8200.0000000,7.5242800,-7.5242800,0,4.7321900,0.2062020,-0.2062020,0,11.5347000,,,,513.0000000,,,,12.4963000,0.007,-0.007,0,79.7634000,0.2236500,-0.2236500,0,3502.0000000,157.0000000,-157.0000000,0,0.5000000,0.0100000,-0.0100000,0
3216,APC,7.7460000,0.055,-0.055,0,-12.0470000,0.050,-0.050,0,2458865.1444670,0.003398,-0.003398,0,2.1040634,0.0005391,-0.0005391,0,1.3800000,0.3130000,-0.3130000,0,3200.0000000,1443.7900000,-1443.7900000,0,14.9729000,6.4959100,-6.4959100,0,1713.1300000,,,,1792.0000000,,,,12.3433000,0.007,-0.007,0,632.7560000,18.3765000,-18.3765000,0,5973.3000000,117.6000000,-117.6000000,0,1.5400000,0.0800000,-0.0800000,0
3217,PC,4.1200000,0.031,-0.031,0,-19.7340000,0.031,-0.031,0,2459604.3350420,0.001478,-0.001478,0,4.8163162,0.0000210,-0.0000210,0,3.5830779,0.1225700,-0.1225700,0,15809.0676843,358.3513800,-358.3513800,0,14.7517560,0.5185754,-0.5185754,0,330.3698152,,,,1087.3512039,,,,13.3980000,0.008,-0.008,0,620.4130000,7.8780000,-7.8780000,0,5290.0000000,122.0000000,-122.0000000,0,1.1743000,,,0
3218,PC,11.4500000,0.061,-0.061,0,-11.4360000,0.065,-0.065,0,2458863.8455090,0.001092,-0.001092,0,3.0923729,0.0003416,-0.0003416,0,3.0610000,0.4920000,-0.4920000,0,7200.0000000,10.3167000,-10.3167000,0,15.1739000,1.0716600,-1.0716600,0,1605.6600000,,,,1763.0000000,,,,11.3321000,0.007,-0.007,0,516.6430000,13.3520000,-13.3520000,0,6510.2000000,150.8000000,-150.8000000,0,1.7600000,0.1000000,-0.1000000,0
3219,PC,-1.2460000,0.035,-0.035,0,-15.7660000,0.027,-0.027,0,2459602.9735280,0.001085,-0.001085,0,4.1200040,0.0000129,-0.0000129,0,1.9086349,0.1083124,-0.1083124,0,13334.2651359,438.7785000,-438.7785000,0,10.4236143,0.6563313,-0.6563313,0,270.6876112,,,,1034.5151246,,,,13.1351000,0.009,-0.009,0,475.6160000,4.8440000,-4.8440000,0,5497.6000000,32.2000000,-32.2000000,0,0.9028420,,,0
3220,FP,-1.9490000,0.040,-0.040,0,-34.4770000,0.042,-0.042,0,2458355.6259000,0.000920,-0.000920,0,0.9167700,0.0000100,-0.0000100,0,1.3370000,0.3590000,-0.3590000,0,276.2720000,0.8790780,-0.8790780,0,3.1276600,0.2051990,-0.2051990,0,4151.3100000,,,,2236.0000000,,,,9.9124000,0.006,-0.006,0,231.8030000,1.0510000,-1.0510000,0,5825.0000000,97.8000000,-97.8000000,0,1.7100000,0.0600000,-0.0600000,0
3221,FP,-15.0330000,0.072,-0.072,0,-17.0560000,0.064,-0.064,0,2458846.9933950,0.000877,-0.000877,0,13.2477770,0.0002440,-0.0002440,0,3.3010000,0.2170000,-0.2170000,0,13420.0000000,23.8528000,-23.8528000,0,11.7716000,0.7549980,-0.7549980,0,74.2030000,,,,817.0000000,,,,11.2119000,0.006,-0.006,0,188.2940000,1.8730000,-1.8730000,0,5373.8000000,107.5000000,-107.5000000,0,0.8900000,0.0400000,-0.0400000,0
3222,PC,-4.6110000,0.034,-0.034,0,-14.8410000,0.035,-0.035,0,2459827.0421090,0.000848,-0.000848,0,3.1833919,0.0000023,-0.0000023,0,2.0170000,0.0880000,-0.0880000,0,9850.0000000,2.8594700,-2.8594700,0,13.8362000,0.6828890,-0.6828890,0,430.9560000,,,,1269.0000000,,,,11.5787000,0.008,-0.008,0,476.8310000,3.8595000,-3.8595000,0,6405.0000000,201.7000000,-201.7000000,0,1.3900000,0.0600000,-0.0600000,0
3223,APC,-4.1480000,0.107,-0.107,0,-7.4220000,0.099,-0.099,0,2458867.8095780,0.004377,-0.004377,0,0.7729066,0.0002411,-0.0002411,0,1.1090000,0.2390000,-0.2390000,0,2850.0000000,16.1603000,-16.1603000,0,6.5198400,0.6755600,-0.6755600,0,2135.7700000,,,,1893.0000000,,,,12.7859000,0.009,-0.009,0,640.5740000,27.8615000,-27.8615000,0,6125.0000000,131.8000000,-131.8000000,0,1.1900000,0.0800000,-0.0800000,0
3224,PC,-2.7390000,0.044,-0.044,0,-5.6160000,0.032,-0.032,0,2459606.5780070,0.001155,-0.001155,0,3.2551315,0.0000129,-0.0000129,0,2.3440735,0.0750179,-0.0750179,0,14394.4055364,444.2398700,-444.2398700,0,17.8868067,0.3908472,-0.3908472,0,1237.4249188,,,,1512.6883561,,,,13.1701000,0.010,-0.010,0,930.8640000,25.6305000,-25.6305000,0,6433.0000000,122.0000000,-122.0000000,0,1.3329901,,,0
3225,FA,0.9080000,0.033,-0.033,0,-37.0200000,0.045,-0.045,0,2459604.7154250,0.013118,-0.013118,0,2.2019606,0.0000468,-0.0000468,0,4.3260000,0.8560000,-0.8560000,0,960.0000000,5.3317600,-5.3317600,0,3.9753300,0.3977160,-0.3977160,0,4911.2600000,,,,2332.0000000,,,,12.4091000,0.009,-0.009,0,645.7180000,12.7760000,-12.7760000,0,6269.0000000,130.6000000,-130.6000000,0,1.3500000,0.0700000,-0.0700000,0
3226,FP,-1.0500000,0.062,-0.062,0,-1.0280000,0.059,-0.059,0,2458865.9431380,0.004472,-0.004472,0,2.8300213,0.0009204,-0.0009204,0,1.6460000,0.5560000,-0.5560000,0,3790.0000000,27.8640000,-27.8640000,0,6.4741700,0.6524800,-0.6524800,0,462.8110000,,,,1292.0000000,,,,12.2361000,0.008,-0.008,0,439.8410000,8.5370000,-8.5370000,0,6205.0000000,109.5000000,-109.5000000,0,1.0100000,0.0400000,-0.0400000,0
3227,FP,-9.8760000,0.037,-0.037,0,-34.3800000,0.035,-0.035,0,2458849.1152580,0.001520,-0.001520,0,14.9857436,0.0009352,-0.0009352,0,5.8000000,0.5290000,-0.5290000,0,9980.0000000,8.1063800,-8.1063800,0,9.3992400,0.6146370,-0.6146370,0,155.7410000,,,,984.0000000,,,,11.6387000,0.006,-0.006,0,216.1600000,1.3170000,-1.3170000,0,5279.0000000,129.2000000,-129.2000000,0,0.8600000,0.0500000,-0.0500000,0
3228,PC,-7.8300000,0.063,-0.063,0,-6.9640000,0.059,-0.059,0,2459586.2425150,0.001379,-0.001379,0,17.6229161,0.0000506,-0.0000506,0,2.9760000,0.2530000,-0.2530000,0,8430.0000000,5.6291500,-5.6291500,0,11.2819000,0.6976500,-0.6976500,0,23.6888000,,,,614.0000000,,,,11.7983000,0.007,-0.007,0,400.0690000,6.8040000,-6.8040000,0,5973.8000000,142.2000000,-142.2000000,0,1.2100000,0.0700000,-0.0700000,0
